pc1,pc2,value
-6.584414E-01,-1.531906E+00,0
-2.918393E+00,1.8670305E+00,1
-1.2552941E+00,-1.1246405E-01,1
1.3954873E+00,-2.298129E-01,0
-2.4947561E-01,1.7328949E+00,0
1.8522552E-01,1.0636886E+00,0
1.4025692E+00,2.560859E-01,0
-9.8340327E-01,-8.892827E-01,0
1.8287235E-01,-8.597324E-01,0
6.192787E-01,-6.214406E-01,0
3.1357963E+00,1.365763E+00,0
7.112213E+00,2.651911E+00,0
-3.015672E+00,1.2749346E+00,0
9.826175E-01,-1.181973E+00,0
-7.060859E-01,6.3524246E-01,1
-4.22203E-01,-3.8472846E-01,0
-2.3025928E+00,2.3404858E-01,1
-7.5292826E-01,-4.1975087E-01,0
8.9652824E-01,-3.162671E+00,0
-2.956399E+00,1.1519761E+00,0
1.2435452E+00,-3.9692297E+00,0
-1.5519017E+00,-8.4490293E-01,0
1.5769139E-01,-9.890015E-01,0
-2.9941292E+00,3.1723225E+00,0
-2.3017786E+00,5.6413376E-01,0
-8.197489E-01,1.4016156E+00,0
-2.6004128E+00,1.5751296E+00,1
2.3789452E-01,-9.1198134E-01,0
2.3735033E-01,-2.5589907E+00,0
4.501853E+00,-2.306644E+00,0
-7.1003515E-01,-7.103977E-01,0
-2.6606278E+00,1.4216309E+00,0
2.4333076E+00,9.342399E-01,0
-1.9281607E-03,-6.773596E-01,0
1.0951599E+00,4.0783938E-02,0
-1.8261468E-01,-6.140466E-01,0
-2.3520775E+00,2.8349572E-01,0
-2.929422E+00,1.1325128E+00,0
-2.4386973E+00,1.3143746E+00,0
-3.2756028E+00,1.6275178E+00,0
-5.676344E-01,-2.1321247E+00,0
3.4796035E-01,-1.747108E-01,0
-2.2902133E+00,1.0396571E+00,0
-3.7223187E-01,-1.0743569E+00,0
-2.0609183E+00,7.733735E-01,0
-3.055238E+00,1.2203352E+00,0
-5.0598495E-02,-1.7561942E+00,0
-1.6019907E+00,-9.1469866E-01,0
-3.326663E+00,2.2980294E+00,0
-2.0476733E-01,-7.069648E-01,0
-2.64352E+00,4.948117E-01,0
-1.1959705E+00,-1.157893E+00,0
-5.992357E-01,-1.2733067E+00,0
6.798547E-01,3.774734E+00,0
5.786188E-01,-6.819184E-01,0
3.6372163E+00,1.2133586E+00,0
-1.1857474E+00,2.5350633E-01,0
5.813713E-01,-2.964999E-01,0
3.149661E+00,1.0740248E+00,0
-3.5538012E-01,-1.760131E+00,0
-1.1564527E-01,1.6022817E+00,0
-1.8059494E+00,-2.8651384E-01,1
6.9205374E-01,-6.8113804E-01,0
7.0230103E+00,-1.245331E+00,1
4.7269425E+00,-1.0373741E+01,0
-3.366381E+00,2.5053136E+00,0
-1.5548315E+00,3.0547452E-01,0
-9.381967E-01,-9.971852E-01,0
-2.1121747E+00,2.4766307E+00,1
-1.0259914E+00,-1.7544433E+00,0
-2.9547312E+00,2.50182E+00,1
-1.4296743E+00,-3.5063392E-01,0
6.8792747E-03,-1.3614239E-01,1
-1.0560248E+00,-5.4406136E-01,0
-1.5773082E+00,-5.334775E-01,0
-2.8940225E+00,3.1898327E+00,0
-1.3349311E+00,-4.3933713E-01,1
-2.4536328E+00,1.7541634E+00,0
-1.4617264E+00,-1.0437342E+00,0
6.3639814E-01,-2.7172966E+00,0
2.1031342E+00,4.7401112E-01,0
9.6735966E-01,-9.7479784E-01,0
-5.330217E-01,-1.1025591E+00,0
3.7546046E+00,-2.7613235E+00,0
-3.2832327E-01,-2.5527818E+00,1
1.8849516E+00,-2.9992635E+00,0
-7.729943E-01,-1.451804E+00,1
1.4610641E+00,-3.3190548E-01,1
4.202509E+00,-1.0461949E+01,1
1.9546059E+00,1.3000556E+00,0
2.0117688E+00,-4.2998266E+00,1
6.100885E+00,-2.1985343E+00,1
3.416568E+00,1.6856288E+00,0
-1.9178616E+00,4.91372E-01,0
-2.2260127E+00,1.3307128E+00,0
