pc1,pc2,value
1.2352536E+05,-3.292661E+04,0E+00
2.845982E+05,-1.2473646E+05,0E+00
2.078761E+05,-6.773366E+04,1E+00
-1.2648215E+05,-6.3655035E+04,0E+00
-1.0706644E+05,-9.753345E+04,0E+00
-1.5347133E+05,-4.8396074E+04,0E+00
-3.5366484E+04,1.6009094E+05,0E+00
2.685301E+05,-5.7283883E+04,0E+00
-9.679289E+04,-6.883887E+04,0E+00
6.808266E+04,-1.05206164E+05,0E+00
2.6410488E+04,2.1831755E+05,0E+00
-1.2659878E+04,-7.0523375E+04,0E+00
3.1589209E+04,-1.0674041E+05,0E+00
-9.3987484E+04,-8.2049086E+04,0E+00
1.8322844E+04,1.0696531E+05,0E+00
-2.7393355E+04,1.6727005E+05,0E+00
-1.3446756E+05,-5.861439E+04,0E+00
-1.5860123E+05,-4.559794E+04,1E+00
-2.2972737E+03,2.2162389E+05,0E+00
2.9555252E+04,-6.0017285E+04,1E+00
-1.3438631E+05,-2.4662104E+04,0E+00
-7.458896E+04,-9.343876E+04,0E+00
-1.3966519E+05,-9.0539836E+04,0E+00
-2.0141422E+04,-9.049242E+04,0E+00
-1.680669E+04,9.4267125E+04,0E+00
-9.2517125E+04,-4.787037E+04,0E+00
2.767349E+05,2.2923364E+05,0E+00
-6.793072E+04,-8.582105E+04,1E+00
-1.5060125E+05,-8.4543414E+04,0E+00
-9.7504445E+04,-2.263685E+04,1E+00
6.0762574E+04,1.9059725E+05,0E+00
3.382083E+05,-1.543508E+05,1E+00
-9.534153E+04,1.0955121E+04,0E+00
-1.2489326E+05,-9.907925E+04,0E+00
9.991645E+04,1.0711202E+05,0E+00
-1.03883266E+05,-6.4907957E+04,1E+00
-7.497249E+04,5.701469E+04,0E+00
-6.4227656E+04,5.0599344E+04,0E+00
-1.2156783E+05,-6.614088E+04,0E+00
-7.391314E+04,-9.335997E+04,1E+00
-1.05022914E+05,3.8890227E+04,0E+00
-1.322623E+05,-9.4382414E+04,0E+00
6.9294445E+04,3.4234188E+05,0E+00
-1.2072186E+05,-9.032302E+04,1E+00
-9.052332E+04,6.504963E+04,0E+00
-6.2659414E+04,4.088876E+03,0E+00
-8.572053E+04,1.7509727E+04,0E+00
1.2296272E+05,-1.240364E+05,0E+00
4.2933828E+05,-2.3416941E+04,0E+00
-1.3432161E+05,-9.305725E+04,0E+00
-1.2889301E+05,-4.8975728E+03,0E+00
-7.2364586E+04,8.935377E+04,1E+00
1.2702151E+03,-1.01974336E+05,1E+00
-9.506066E+03,1.914896E+05,0E+00
8.462914E+04,1.3027217E+04,0E+00
-7.500841E+04,9.103695E+04,1E+00
-8.263078E+04,-1.0001456E+05,0E+00
-1.2627883E+05,-8.691199E+04,0E+00
7.59064E+05,-8.211163E+04,0E+00
-1.6329622E+05,-6.578297E+04,0E+00
-6.332463E+04,1.1849455E+05,1E+00
2.6969148E+04,-1.1590018E+05,0E+00
3.756837E+04,-8.754608E+04,0E+00
-2.445109E+04,1.7684522E+05,0E+00
2.3999108E+05,8.503309E+04,1E+00
6.93563E+05,-2.0571195E+05,0E+00
4.8091416E+05,-1.2035602E+05,0E+00
1.3829588E+05,9.610816E+04,0E+00
-6.592238E+04,-9.747687E+04,1E+00
1.785226E+05,-9.7844805E+04,0E+00
-3.9158425E+03,2.1114638E+05,0E+00
-1.3109775E+05,-9.537158E+04,0E+00
-8.059167E+04,-9.002918E+04,1E+00
-1.4534923E+05,-8.762809E+04,0E+00
-1.0526121E+05,-7.608429E+04,0E+00
-1.351594E+05,-9.2990484E+04,1E+00
-8.3629625E+04,-8.6317734E+04,0E+00
2.0638547E+05,-9.079158E+04,1E+00
-8.570396E+04,-7.548945E+04,0E+00
-1.24711664E+05,-2.9352688E+04,0E+00
4.18023E+04,-4.507848E+04,0E+00
-6.92406E+04,8.795852E+04,0E+00
4.0531928E+05,-1.462842E+05,1E+00
-6.883814E+04,7.0930464E+03,1E+00
-1.3282256E+05,-4.8856992E+04,0E+00
-6.723428E+04,-9.740837E+04,0E+00
-9.4850234E+04,-8.150194E+04,0E+00
-8.52605E+04,6.2134348E+04,0E+00
-1.6431127E+05,-6.5263273E+04,0E+00
-1.39563E+05,-9.092687E+04,0E+00
-3.1987377E+04,1.124493E+05,0E+00
-6.0267793E+04,-4.3761902E+04,0E+00
7.491573E+04,1.43592E+05,0E+00
-1.1230873E+05,-7.163126E+04,0E+00
-6.767069E+04,-9.722379E+04,0E+00
-1.1502179E+05,-9.33323E+04,0E+00
1.1298413E+05,-9.563628E+04,1E+00
1.9053438E+04,-1.6348307E+04,0E+00
3.0354836E+04,2.4936016E+05,0E+00
-9.327979E+04,-8.243075E+04,0E+00
-1.0117769E+05,2.6011385E+04,0E+00
-6.988743E+04,3.2293139E+04,0E+00
-1.0599176E+05,-1.806838E+04,0E+00
3.3251672E+05,-1.2863873E+05,1E+00
2.5940552E+05,2.4896345E+05,0E+00
-8.18786E+04,-8.874958E+04,0E+00
-7.794304E+04,3.6249277E+04,0E+00
-4.439137E+04,9.6849086E+04,0E+00
-1.272096E+05,-2.8085293E+04,0E+00
-1.0283171E+05,3.762747E+04,0E+00
-1.5600356E+05,-9.282507E+04,0E+00
1.5914917E+04,-5.336438E+04,1E+00
-8.598607E+04,-9.797598E+04,0E+00
-1.27997586E+05,-6.2848766E+04,1E+00
-6.4031734E+04,-4.174903E+04,0E+00
-1.1863586E+05,1.2166652E+04,0E+00
-5.1487406E+04,1.3473747E+05,1E+00
-5.22252E+04,6.659305E+04,0E+00
-2.3283406E+03,2.2163973E+05,1E+00
-4.5891082E+04,-8.665159E+04,0E+00
5.643734E+04,3.039184E+05,1E+00
-1.5367664E+05,-4.8302723E+04,0E+00
-7.717567E+04,-9.2073234E+04,0E+00
1.5774181E+05,5.2620654E+03,0E+00
-1.6206548E+05,-6.6495336E+04,0E+00
1.342933E+05,4.3497496E+04,0E+00
1.8418766E+05,-9.110242E+04,0E+00
-1.5673624E+04,-6.868835E+04,0E+00
1.7339497E+05,-2.650019E+04,0E+00
6.5074663E+03,4.6939977E+04,0E+00
5.1737434E+04,1.9021082E+04,0E+00
3.3630903E+05,1.2099492E+05,0E+00
1.3733856E+04,-8.5754055E+04,1E+00
-4.1177383E+04,1.0605873E+05,0E+00
-1.365891E+05,2.1356814E+05,1E+00
-1.5472144E+05,-4.7757297E+04,1E+00
-1.5994111E+05,-6.770919E+04,0E+00
-1.5427216E+05,-9.3798195E+04,1E+00
-1.1535698E+05,2.1787521E+04,0E+00
2.7074766E+05,-1.1698835E+05,0E+00
-1.1730859E+05,1.1603708E+04,0E+00
2.2843073E+05,-8.0663945E+04,0E+00
5.7811043E+04,9.548503E+04,0E+00
-1.5384213E+04,1.610858E+05,1E+00
3.5911426E+04,-9.848295E+04,0E+00
4.0596027E+04,2.9305584E+05,0E+00
-9.773989E+04,-8.029381E+04,0E+00
-1.3418964E+05,-9.362886E+04,1E+00
-7.463344E+04,7.9411555E+04,0E+00
-1.2021528E+05,1.800213E+03,0E+00
8.509518E+04,3.3337625E+05,0E+00
-2.9696457E+04,1.6834764E+05,0E+00
-1.3888847E+05,-7.941618E+04,1E+00
-1.2443315E+05,-5.2426773E+04,0E+00
2.5270684E+04,2.5243766E+05,0E+00
2.0355869E+05,-1.01210875E+05,0E+00
-1.4129264E+05,-8.957486E+04,0E+00
3.66006E+04,1.6425584E+04,1E+00
-5.8251742E+04,-4.5500707E+04,0E+00
-8.7197734E+04,-7.464775E+04,1E+00
-1.7871871E+04,-5.6112402E+04,0E+00
-5.0730367E+04,1.3437556E+05,0E+00
-7.763342E+04,-9.158173E+04,0E+00
-9.08189E+04,6.521806E+04,0E+00
-1.4287874E+04,-5.840725E+04,1E+00
3.2040956E+05,1.7224992E+04,0E+00
-1.4373436E+05,-5.3623633E+04,0E+00
-4.524079E+04,9.6883305E+04,1E+00
2.0184411E+05,1.0736951E+05,0E+00
-2.0359236E+04,6.1591293E+04,0E+00
-6.9897555E+04,9.931351E+04,1E+00
-8.973796E+04,-7.2853375E+04,1E+00
4.2660133E+04,1.770749E+05,0E+00
1.1496171E+05,-8.520179E+04,0E+00
-6.4552703E+04,7.4803375E+04,1E+00
-9.175414E+04,8.509742E+03,1E+00
-1.1634975E+05,-5.703709E+04,0E+00
4.3816742E+04,2.4393156E+05,0E+00
-1.2800394E+05,-9.7215266E+04,0E+00
2.3661438E+05,-1.0793703E+05,0E+00
2.863802E+05,-5.5829895E+04,0E+00
-1.1032679E+05,3.0368414E+04,0E+00
-7.024944E+04,-9.5702484E+04,1E+00
-1.1352583E+05,9.641412E+03,0E+00
-6.1130367E+04,1.17310984E+05,0E+00
-1.4759055E+05,-5.1795367E+04,0E+00
-5.4863195E+04,6.8955055E+04,0E+00
2.6359362E+05,-1.323877E+05,0E+00
1.7216873E+05,-8.376278E+04,0E+00
-9.681162E+04,4.6400684E+04,0E+00
-1.2299376E+05,-8.0245615E+03,0E+00
-5.7152293E+04,-1.0291182E+05,1E+00
1.869019E+05,-1.3730981E+05,0E+00
-1.2285918E+05,-8.861805E+04,1E+00
-1.027687E+05,-3.0585129E+04,0E+00
-8.701001E+04,9.051522E+04,0E+00
7.5034727E+03,2.3902019E+05,1E+00
-2.834346E+04,-8.549285E+04,0E+00
-1.16091055E+05,-6.950662E+04,0E+00
-2.8146752E+04,2.9924602E+04,1E+00
1.9758289E+05,-2.9129967E+04,0E+00
3.933432E+05,2.1630293E+04,0E+00
4.7328332E+04,-9.292377E+04,0E+00
2.1425315E+03,1.074058E+05,0E+00
1.106909E+06,-2.4575403E+05,1E+00
1.3232362E+05,9.9789055E+04,0E+00
-6.58065E+04,-9.819078E+04,0E+00
-1.2355202E+05,3.5023323E+03,1E+00
-6.4993523E+04,1.08044984E+05,0E+00
-1.1610658E+04,1.929252E+05,0E+00
-7.530314E+04,-9.297577E+04,0E+00
-1.6908683E+05,-8.547954E+04,0E+00
-3.182378E+04,1.6949838E+05,0E+00
-1.3565136E+05,-9.30728E+04,1E+00
-5.8364027E+04,4.672332E+04,1E+00
-7.699501E+04,3.780025E+04,0E+00
-4.5820492E+04,-6.2909504E+04,0E+00
-1.1459048E+05,-9.3147305E+04,0E+00
2.1365131E+05,-1.03929695E+05,0E+00
-1.19906E+05,-9.022984E+04,0E+00
-1.17964625E+05,-9.131055E+04,0E+00
-9.301919E+04,2.1281861E+04,0E+00
4.1571574E+04,2.4995219E+04,0E+00
-1.2418062E+05,-6.4721195E+04,1E+00
5.2924152E+04,-7.334801E+04,0E+00
-1.4881011E+05,-5.1039984E+04,1E+00
8.12951E+04,-7.695133E+04,0E+00
-8.539685E+04,5.0784637E+04,1E+00
-9.957663E+04,-4.458697E+04,0E+00
6.476471E+05,-8.977935E+04,0E+00
-1.0733983E+05,-3.933938E+04,0E+00
6.9732173E+03,-1.0432083E+05,1E+00
2.2849822E+05,-1.4933373E+05,0E+00
-4.7594758E+04,1.3573147E+05,1E+00
-7.244247E+03,2.1294952E+05,0E+00
2.0371035E+04,1.1800893E+05,1E+00
1.5344408E+05,7.608103E+04,0E+00
-6.841551E+04,7.0608857E+03,0E+00
2.2630988E+04,2.077114E+05,0E+00
1.9399095E+05,-1.4117322E+05,0E+00
-4.440063E+04,-5.2916895E+04,0E+00
-1.541959E+05,-4.801093E+04,0E+00
1.2720047E+05,-2.3857002E+04,0E+00
1.28915805E+05,-1.27739305E+05,0E+00
1.8040484E+05,-1.5025774E+04,0E+00
-8.376673E+04,-7.628592E+04,0E+00
-1.029142E+05,3.7761668E+04,1E+00
-1.0705677E+05,-9.7564734E+04,0E+00
2.4458903E+05,-1.4723955E+05,1E+00
-4.9741844E+04,6.770919E+04,0E+00
-1.0170765E+05,2.4048914E+03,0E+00
9.5230344E+05,-1.5973461E+05,0E+00
1.08330664E+05,1.1468907E+05,0E+00
3.2857588E+05,-5.6921695E+04,0E+00
-8.426618E+04,-7.597258E+04,1E+00
-8.086347E+04,8.254003E+04,0E+00
-6.1987277E+04,1.06586E+05,0E+00
-4.281426E+04,9.5502375E+04,1E+00
1.7157347E+05,2.6724266E+05,0E+00
-1.4392575E+05,-5.3831477E+04,0E+00
-7.15428E+04,7.75117E+04,0E+00
-1.1778897E+05,-6.84714E+04,0E+00
-8.871948E+04,-8.515866E+04,0E+00
-5.1487406E+04,1.3473747E+05,1E+00
-1.0571598E+05,-9.8248766E+04,0E+00
3.7903544E+05,9.806113E+04,0E+00
-5.9351973E+04,1.0497628E+05,0E+00
1.3666202E+05,-4.0433207E+04,1E+00
4.8158722E+05,9.738843E+04,0E+00
-1.3559897E+05,-2.417962E+04,0E+00
-1.416541E+05,-8.931058E+04,1E+00
-9.52033E+04,5.62636E+04,1E+00
-3.7152215E+04,-9.127354E+04,0E+00
2.0287086E+05,-6.774171E+04,0E+00
3.0036955E+04,-1.061203E+05,0E+00
6.4165494E+05,-1.0787158E+05,1E+00
-1.7647543E+04,-5.6248605E+04,0E+00
4.5750078E+05,2.1435866E+05,0E+00
1.2264753E+04,2.1384769E+05,0E+00
4.3582062E+05,-1.29370555E+05,1E+00
-1.4412423E+05,-4.2283832E+04,0E+00
5.1172974E+03,-6.9240336E+04,0E+00
-6.919723E+04,-9.645173E+04,0E+00
-1.6956836E+04,-9.069741E+04,1E+00
-1.4536145E+05,-5.2486484E+04,0E+00
5.7569777E+04,-1.1015229E+05,0E+00
-1.6311331E+05,-6.58312E+04,0E+00
1.7834917E+05,-6.3725508E+04,0E+00
4.0482466E+05,-1.463636E+05,1E+00
-1.2909203E+04,6.687564E+04,0E+00
1.15234336E+05,-7.445962E+04,0E+00
-5.8135324E+04,4.7389613E+04,0E+00
-1.8592943E+04,4.7173047E+04,0E+00
5.5996566E+04,-6.3784516E+04,0E+00
7.5034727E+03,2.3902019E+05,1E+00
1.0806624E+06,-1.1517565E+05,1E+00
2.901033E+05,-5.5687035E+04,0E+00
-1.8048932E+04,4.694388E+04,0E+00
-1.9950965E+04,-8.8050516E+04,0E+00
-1.13044484E+05,-8.2869234E+04,0E+00
4.011879E+04,-6.588237E+04,0E+00
-1.1770981E+05,-6.896747E+04,0E+00
-4.7528043E+04,9.94279E+04,0E+00
-8.639401E+04,-6.3648008E+04,1E+00
2.0867481E+05,-1.04205766E+05,0E+00
-1.2928864E+05,-2.7085896E+04,0E+00
5.8681684E+04,1.0782056E+05,0E+00
1.3603905E+05,-3.2888398E+03,0E+00
-9.4862414E+04,5.6101844E+04,0E+00
3.6352916E+05,-1.3418498E+05,1E+00
3.5322347E+05,-1.4022138E+05,1E+00
-1.5021424E+04,7.963333E+04,0E+00
1.7570486E+05,2.8381972E+05,0E+00
-1.2746975E+05,-1.6972629E+04,0E+00
6.8130506E+05,-1.3174136E+05,1E+00
6.0791925E+05,-8.08131E+04,0E+00
-8.635454E+04,6.2950914E+04,0E+00
-8.207642E+04,-7.719157E+04,0E+00
-1.1310878E+05,9.538394E+03,0E+00
-9.025921E+04,-7.2701875E+04,0E+00
-8.4564375E+04,-8.737014E+04,0E+00
-8.684461E+03,-1.0750889E+05,0E+00
6.752339E+04,3.4278172E+05,0E+00
-8.098284E+04,8.259611E+04,0E+00
5.278654E+04,6.68426E+04,0E+00
1.8494097E+05,-1.3628094E+05,1E+00
-8.197647E+04,-6.631132E+04,0E+00
1.1932076E+04,-9.6169414E+04,0E+00
-1.2634242E+05,-6.204785E+03,0E+00
2.3569981E+05,-1.08766305E+05,0E+00
-4.6156375E+04,9.826826E+04,0E+00
1.7498173E+05,7.575272E+04,0E+00
-6.958094E+04,9.9170055E+04,1E+00
-3.673067E+04,1.27085266E+05,0E+00
-1.3483106E+05,-1.3122332E+04,0E+00
-1.1295786E+05,-9.437368E+04,0E+00
1.8971969E+05,-2.588238E+03,0E+00
-7.7787266E+04,4.623159E+04,0E+00
-1.1914251E+05,-3.3403383E+04,1E+00
-1.5376936E+05,-4.8192945E+04,0E+00
3.4308228E+05,-1.568581E+05,0E+00
-1.25859266E+05,-9.826766E+04,0E+00
-5.579241E+04,1.2575671E+05,0E+00
-1.2895906E+05,-9.656566E+04,0E+00
-1.1570145E+05,-9.259481E+04,0E+00
-7.775368E+04,-4.506932E+04,0E+00
3.791894E+05,-1.4335642E+05,0E+00
-7.659104E+04,-2.7098325E+02,1E+00
-1.6455327E+05,-6.513775E+04,0E+00
-9.9494445E+04,4.7256973E+04,0E+00
3.5475775E+05,2.0409517E+05,0E+00
-1.037372E+04,1.9805436E+04,0E+00
-1.123116E+05,-3.735275E+04,0E+00
-1.1606809E+05,1.0966157E+04,0E+00
-1.1289395E+05,2.0481277E+04,0E+00
-1.197644E+05,1.2801269E+04,1E+00
4.7179395E+04,1.9605844E+05,0E+00
-8.782446E+04,-8.545188E+04,1E+00
-1.3234177E+05,-9.486345E+04,0E+00
3.9555164E+04,-9.7550734E+04,0E+00
2.1207642E+03,-1.1321328E+05,0E+00
-1.1610005E+05,-6.934356E+04,0E+00
-1.5333583E+05,-9.43194E+04,0E+00
1.8380434E+05,3.69073E+04,0E+00
-1.2552936E+05,-8.705042E+04,0E+00
1.0532993E+05,2.2073827E+05,0E+00
1.5082786E+05,1.486737E+05,1E+00
7.014134E+04,-7.18003E+04,1E+00
7.514359E+04,6.0276953E+03,0E+00
-5.946601E+04,9.8157766E+04,0E+00
-1.2844383E+05,-9.695011E+04,0E+00
4.717143E+05,2.5216675E+05,1E+00
-9.010364E+02,2.2096302E+05,0E+00
-1.4884762E+05,-8.492253E+04,0E+00
-1.0773852E+05,-7.370027E+04,0E+00
-7.375016E+04,-9.39067E+04,0E+00
-1.6134477E+05,-8.981944E+04,1E+00
-4.152779E+03,-7.523405E+04,1E+00
-1.503482E+05,-5.0037812E+04,0E+00
-1.4360781E+05,-4.218768E+04,0E+00
6.104877E+05,-3.4597113E+04,0E+00
3.206493E+04,-7.359128E+04,0E+00
-1.5173122E+05,-4.9468562E+04,0E+00
7.848297E+04,-1.1043702E+05,0E+00
-8.0655445E+04,8.2434336E+04,0E+00
-1.0545719E+05,3.909547E+04,0E+00
-1.0450799E+05,-9.9069195E+04,1E+00
-7.0270766E+04,-3.7133285E+04,0E+00
2.0450469E+04,2.0955338E+05,0E+00
1.1316909E+05,1.9123523E+05,0E+00
-7.1330484E+04,1.0007731E+05,1E+00
-1.0064647E+05,4.78352E+04,0E+00
-4.40247E+04,9.682563E+04,0E+00
-3.104293E+04,-3.7143582E+04,0E+00
-1.1674833E+05,-1.1696328E+04,1E+00
-5.8836566E+04,5.9711965E+04,1E+00
-7.575095E+04,-9.2539766E+04,1E+00
-5.8720746E+04,1.15951414E+05,0E+00
-8.053908E+04,-1.01039984E+05,0E+00
1.7670144E+05,4.305857E+05,0E+00
-9.540085E+04,4.5009137E+04,0E+00
3.82505E+04,-8.7517914E+04,0E+00
-1.5570586E+05,-8.179508E+04,0E+00
5.1975062E+04,1.9095031E+04,0E+00
-2.5094955E+04,1.3223555E+05,0E+00
-4.9938046E+02,2.207065E+05,0E+00
-1.4619205E+05,-4.0884938E+04,0E+00
1.7259961E+05,1.2579219E+05,0E+00
1.5821891E+04,2.4609973E+05,0E+00
-4.2102066E+04,1.1907297E+05,0E+00
-9.74592E+04,-3.3881254E+04,1E+00
1.1930832E+04,2.1492652E+05,0E+00
-9.859283E+04,-7.961243E+04,0E+00
-3.7085023E+04,1.379909E+05,0E+00
-4.530962E+04,6.3231035E+04,0E+00
-8.331312E+04,-8.847723E+04,0E+00
2.7421812E+03,2.0753253E+05,0E+00
-9.5289266E+04,4.500034E+04,1E+00
-1.3025749E+05,-2.638066E+04,0E+00
5.4086394E+05,-1.6583822E+05,1E+00
2.2879622E+03,1.18485734E+05,0E+00
-1.185937E+05,-3.3417633E+04,0E+00
-1.4092378E+05,-5.5432227E+04,0E+00
-1.5494138E+05,-7.0209914E+04,0E+00
-1.6423508E+05,-6.5309863E+04,1E+00
-6.5122594E+04,-5.141968E+04,0E+00
-7.521522E+04,3.52982E+04,0E+00
7.0776143E+03,-1.0504019E+05,0E+00
-6.556668E+04,-9.857135E+04,0E+00
-1.345081E+05,-9.348268E+04,0E+00
-7.115103E+04,9.997656E+04,1E+00
-4.990368E+04,7.7194414E+04,1E+00
8.108403E+04,-9.063684E+04,0E+00
2.1566045E+04,9.733544E+04,0E+00
2.3779934E+04,6.0460605E+04,0E+00
8.064931E+04,-5.443073E+04,0E+00
-1.26292945E+05,-6.3752766E+04,0E+00
-4.6566977E+04,-7.4301586E+04,0E+00
8.2526556E+02,-6.668608E+04,0E+00
