pc1,pc2,value
-4.7281515E-02,1.0572125E+00,1
1.21534206E-01,1.5635924E+00,1
1.4118226E-02,1.5733924E+00,1
2.3601083E-01,7.759238E-01,1
1.0566914E+00,6.3690126E-01,1
2.2141708E-01,2.808477E-01,1
4.3178317E-01,-8.5513693E-01,1
1.0494133E+00,-5.2219725E-01,1
1.0358782E+00,1.3924664E+00,1
6.70676E-02,2.1262074E-01,1
2.7542508E-01,1.3298159E+00,1
2.7233505E-01,1.1194415E+00,1
6.2317055E-01,-2.7542634E-02,1
3.3000538E-01,9.889007E-01,1
-3.7362763E-01,2.0179322E+00,1
2.8294435E-01,8.5395074E-01,1
8.905311E-02,1.7490855E-01,1
2.2435679E-01,3.8048467E-01,1
5.738835E-01,1.5371998E-01,1
-4.5701286E-01,1.5394645E+00,1
2.5224447E-01,5.958607E-01,1
1.8476726E+00,-8.7169665E-01,2
1.1531898E+00,7.0132613E-01,2
2.2063496E+00,-5.544701E-01,2
1.4386854E+00,5.001052E-02,2
1.8678907E+00,-2.911928E-01,2
2.7541966E+00,-7.884322E-01,2
3.5837448E-01,1.5600946E+00,2
2.303006E+00,-4.095167E-01,2
2.0017352E+00,7.2386533E-01,2
2.2675545E+00,-1.921443E+00,2
1.3659095E+00,-6.9394803E-01,2
1.5990646E+00,4.2824882E-01,2
1.8842518E+00,-4.1433275E-01,2
1.2530866E+00,1.1673913E+00,2
1.4640615E+00,4.4414756E-01,2
1.5918093E+00,-6.770354E-01,2
1.4712802E+00,-2.5319248E-01,2
2.4373784E+00,-2.5567575E+00,2
3.3091412E+00,2.3613202E-03,2
1.253981E+00,1.7175839E+00,2
2.0404963E+00,-9.0739876E-01,2
9.739151E-01,5.711744E-01,2
2.8980644E+00,-3.9779136E-01,2
1.3291937E+00,4.8676056E-01,2
1.7042407E+00,-1.0141485E+00,2
1.9577277E+00,-1.0033345E+00,2
1.1719046E+00,3.1889662E-01,2
1.019781E+00,-6.5542966E-02,2
1.7860088E+00,1.932728E-01,2
1.8647779E+00,-5.5538154E-01,2
2.4354973E+00,-2.4665447E-01,2
2.3160825E+00,-2.626184E+00,2
1.8603715E+00,1.846724E-01,2
1.1112717E+00,2.9598612E-01,2
1.1974691E+00,8.1716776E-01,2
2.8009493E+00,-8.447482E-01,2
1.5801553E+00,-1.0724745E+00,2
1.3470445E+00,-4.2225596E-01,2
9.23433E-01,-1.9230371E-02,2
1.853552E+00,-6.724227E-01,2
2.0161572E+00,-6.1039704E-01,2
1.9031168E+00,-6.8602484E-01,2
1.1531898E+00,7.0132613E-01,2
2.0433085E+00,-8.646849E-01,2
2.0016909E+00,-1.04855E+00,2
1.870522E+00,-3.8282183E-01,2
1.558492E+00,9.053136E-01,2
1.520845E+00,-2.6679456E-01,2
1.3763912E+00,-1.016362E+00,2
9.5929855E-01,2.2283945E-02,2
